produto,Unnamed: 1,prediction
salsicha bordon 180g.tipo viena,,"(('__label__cabelo,pente', '__label__churrasco,carvão', '__label__cozinha,porta', '__label__cozinha,cuscuzeira', '__label__rosto,cílios'), array([0.00250625, 0.0024645 , 0.00205318, 0.00187365, 0.00186598]))"
palmito p real banda schoepp 1.8kg,,"(('__label__conservas,palmito', '__label__conservas,""palmito', '__label__conservas,pimenta', '__label__legumes,tomate', '__label__farmácia'), array([0.0111812 , 0.00415634, 0.0024609 , 0.00205091, 0.00204988]))"
lenha de lareira castro 10kg,,"(('__label__utensílios', '__label__jardinagem,semente', '__label__jardinagem,sementes', '__label__produtos', '__label__grãos,semente'), array([0.01077269, 0.00921636, 0.00678087, 0.00655987, 0.00508346]))"
vinho teorema 750ml tto bodegas,,"(('__label__vinhos,vinho', '__label__vinhos,vita', '__label__vinhos,espumante', '__label__vinhos,vho', '__label__vinhos,champagne'), array([0.10638381, 0.05941663, 0.05799122, 0.03970519, 0.02660687]))"
coco queimado pilao 100g desidr/adocado,,"(('__label__ingredientes', '__label__biscoitos', '__label__chocolates,chocolate', '__label__roupas,sabão', '__label__sucos,polpa'), array([0.10777467, 0.05315388, 0.03296677, 0.03077471, 0.03067715]))"
forminha p. bompack d.pink n0 c/ 100 un,,"(('__label__utensílios', '__label__conveniências,vela', '__label__farmácia', '__label__embalagens', '__label__cozinha,forma'), array([0.15485376, 0.11113358, 0.07539631, 0.06852639, 0.06001941]))"
espanador flexivel chenille bompack,,"(('__label__utensílios', '__label__conveniências,fita', '__label__conveniências,vela', '__label__cozinha,caneca', '__label__cozinha,forma'), array([0.79514468, 0.00787602, 0.00583192, 0.00221623, 0.00198851]))"
"tempero puro alho compomesa 1,01kg",,"(('__label__conservas,pimenta', '__label__sal,sal', '__label__temperos', '__label__chás,chá', '__label__chás,cha'), array([0.18397273, 0.14248487, 0.07987196, 0.02703266, 0.02636041]))"
vagem diniz bandeja un,,"(('__label__verduras,alface', '__label__legumes,cogumelo', '__label__verduras,couve', '__label__utensílios', '__label__conveniências,fita'), array([0.02390178, 0.02366819, 0.0110827 , 0.00828376, 0.00762946]))"
agenda escolar super friends 20181 spiral,,"(('__label__papelaria,estojo', '__label__papelaria,mochila', '__label__papelaria,tesoura', '__label__papelaria,borracha', '__label__papelaria,papel'), array([0.09514998, 0.05986173, 0.01767589, 0.01648044, 0.01539102]))"
flor bromelia pote 12,,"(('__label__papelaria,papel', '__label__jardinagem,semente', '__label__ovos,ovo', '__label__higiene,papel', '__label__verduras,couve'), array([0.01006199, 0.00963994, 0.00794728, 0.00777943, 0.00766267]))"
pneu dunlop 195/55 r15 85v sport fm800,,"(('__label__farmácia', '__label__corpo,desodorante', '__label__papelaria,mochila', '__label__conveniências,fita', '__label__corpo,kit'), array([0.00183003, 0.00159506, 0.00130417, 0.00128897, 0.00113055]))"
ornamento de jardinagem de aco no formato do sete,,"(('__label__molhos', '__label__papelaria,bloco', '__label__cozinha,jogo', '__label__utensílios', '__label__pães,pão'), array([0.03792891, 0.01433524, 0.01254635, 0.01179956, 0.01130502]))"
raquete de badminton,,"(('__label__cabelo,pente', '__label__rosto,paleta', '__label__cabelo,escova', '__label__cozinha,coador', '__label__corpo,cortador'), array([0.04564195, 0.03275273, 0.02757711, 0.01788155, 0.01639735]))"
bolsa de poliester para compras - shoppi,,"(('__label__utensílios', '__label__cozinha,suporte', '__label__rosto,pincel', '__label__farmácia', '__label__cozinha,torneira'), array([0.49200827, 0.01288296, 0.01140401, 0.00891744, 0.00764979]))"
abracadeira de silicone cor monocromatic,,"(('__label__cozinha,colher', '__label__cozinha,espatula', '__label__cozinha,pegador', '__label__cozinha,espátula', '__label__bebê,bico'), array([0.31049833, 0.06731943, 0.03925062, 0.0302302 , 0.02757366]))"
vinho tremonte reserva 750ml carmenere,,"(('__label__vinhos,vinho', '__label__vinhos,espumante', '__label__vinhos,vita', '__label__vinhos,vho', '__label__destilados,cachaça'), array([0.4252086 , 0.09448466, 0.04120025, 0.03388856, 0.0292478 ]))"
borrifador de polipropileno para jardina,,"(('__label__utensílios', '__label__cozinha,suporte', '__label__cozinha,pote', '__label__cozinha,taça', '__label__cozinha,tábua'), array([0.17596796, 0.04297244, 0.03021955, 0.02478707, 0.01855689]))"
botao de acrilonitrila de butadieno mode,,"(('__label__molhos', '__label__rosto,paleta', '__label__cozinha,abridor', '__label__cozinha,marmiteira', '__label__cozinha,descanso'), array([0.02921079, 0.02382006, 0.0186378 , 0.0184404 , 0.01690638]))"
caneca de vidro temperado - heat-resista,,"(('__label__cozinha,jogo', '__label__cozinha,taça', '__label__cozinha,copo', '__label__cozinha,conjunto', '__label__cozinha,caneca'), array([0.05062626, 0.04033652, 0.0379282 , 0.03412395, 0.02593188]))"
capa a prova da agua de poliester para m,,"(('__label__utensílios', '__label__cães,guia', '__label__pet', '__label__papelaria,pasta', '__label__farmácia'), array([0.16071679, 0.02270395, 0.02157879, 0.02027292, 0.01700035]))"
clipe de plastico para cabo - cable clip,,"(('__label__utensílios', '__label__cozinha,tábua', '__label__cozinha,suporte', '__label__cozinha,escorredor', '__label__cabelo,pente'), array([0.03933336, 0.03423006, 0.03212703, 0.02518506, 0.02165407]))"
clipes de aco para cabelo - hair accesso,,"(('__label__cabelo,escova', '__label__cabelo,pente', '__label__corpo,esponja', '__label__rosto,pincel', '__label__cabelo,grampo'), array([0.32162818, 0.05309376, 0.0357511 , 0.02393108, 0.01936447]))"
clipes de aco para cabelo - hair accesso,,"(('__label__cabelo,escova', '__label__cabelo,pente', '__label__corpo,esponja', '__label__rosto,pincel', '__label__cabelo,grampo'), array([0.32162818, 0.05309376, 0.0357511 , 0.02393108, 0.01936447]))"
embrulho de presente 20cm x 30,,"(('__label__farmácia', '__label__cozinha,colher', '__label__utensílios', '__label__cozinha,forma', '__label__papelaria,bloco'), array([0.34974197, 0.02084054, 0.01435929, 0.01276764, 0.0127475 ]))"
embrulho de presente 30cm x 45,,"(('__label__utensílios', '__label__farmácia', '__label__cozinha,colher', '__label__cozinha,forma', '__label__papelaria,bloco'), array([0.03006723, 0.02912153, 0.01975331, 0.01603395, 0.00972437]))"
