produto,Unnamed: 1,prediction
panettone balocco 750g class lt,,"(('__label__destilados,licor', '__label__destilados,cachaça', '__label__vinhos,vinho', '__label__destilados,vodka', '__label__destilados,coquetel'), array([0.00834855, 0.00644407, 0.00574202, 0.00502474, 0.00452251]))"
jg 6 tacas dynasty 220ml cristal p,,"(('__label__cozinha,kit', '__label__cozinha,taça', '__label__cozinha,conjunto', '__label__cozinha,copo', '__label__cozinha,jogo'), array([0.02823263, 0.02792527, 0.0215521 , 0.0203675 , 0.01693765]))"
coador bebidas dynasty 14cm aco ino,,"(('__label__papelaria,tesoura', '__label__cozinha,colher', '__label__cozinha,faca', '__label__cozinha,espatula', '__label__cozinha,concha'), array([0.00327684, 0.00316888, 0.00274342, 0.00268021, 0.00267919]))"
cj bomba vacuo dynasty plast,,"(('__label__utensílios', '__label__cozinha,pote', '__label__cães,comedouro', '__label__cozinha,""pote', '__label__cozinha,garrafa'), array([0.07736078, 0.00876655, 0.00805466, 0.00709492, 0.00657681]))"
teste covid 19 ag ecodiagnosticos,,"(('__label__farmácia', '__label__conveniências,fita', '__label__papelaria,mochila', '__label__jardinagem,semente', '__label__conveniências,cola'), array([0.02296146, 0.00448224, 0.00280053, 0.00252265, 0.00241232]))"
cabo usb universal para celular,,"(('__label__utensílios', '__label__cabelo,pente', '__label__cozinha,bomba', '__label__rosto,pincel', '__label__papelaria,tesoura'), array([0.34963042, 0.03278294, 0.03082142, 0.02605621, 0.02058653]))"
seringa sr desc 5ml s/ag luer slip,,"(('__label__farmácia', '__label__utensílios', '__label__bebê,fralda', '__label__conveniências,fita', '__label__cozinha,copo'), array([0.04957551, 0.03515278, 0.00726893, 0.00551328, 0.00452738]))"
amioron 100mg 30cp,,"(('__label__farmácia', '__label__suplementos', '__label__jardinagem,semente', '__label__vitaminas,vitamina', '__label__conveniências,fita'), array([0.06338612, 0.0338601 , 0.01001664, 0.00769946, 0.00754952]))"
bq piscina inflav 2490l 240x63cm pvc elp01002 rio de ouro,,"(('__label__conveniências,vela', '__label__utensílios', '__label__doces', '__label__conveniências,cola', '__label__conveniências,velas'), array([0.02881867, 0.02338113, 0.01425077, 0.00789247, 0.00785668]))"
bq pel almofada cores sortidas 1037,,"(('__label__papelaria,caneta', '__label__papelaria,pincel', '__label__conveniências,fita', '__label__papelaria,lapiseira', '__label__cozinha,caneca'), array([0.08486272, 0.02690047, 0.02538924, 0.02216161, 0.02198641]))"
bq urso james m buba,,"(('__label__bebê,fralda', '__label__higiene,fralda', '__label__farmácia', '__label__cães,peitoral', '__label__cães,guia'), array([0.0157975 , 0.00858282, 0.00814475, 0.00762571, 0.00653055]))"
aparelho jantar luana,,"(('__label__conveniências,vela', '__label__conveniências,velas', '__label__conveniências,fita', '__label__cozinha,caneca', '__label__papelaria,papel'), array([0.12308347, 0.02602292, 0.01034067, 0.00686045, 0.00606545]))"
areia san silica gatos western,,"(('__label__pet', '__label__cães,comedouro', '__label__gatos,""ração', '__label__cães,""premier', '__label__gatos,ração'), array([0.02503815, 0.02281324, 0.00591896, 0.00529003, 0.0038022 ]))"
travessa rasa inox 40cm,,"(('__label__cozinha,concha', '__label__cozinha,escumadeira', '__label__cozinha,peneira', '__label__cozinha,colher', '__label__cozinha,travessa'), array([0.05838495, 0.04673046, 0.04200504, 0.0404891 , 0.02932526]))"
toalha lavabo lisa,,"(('__label__conveniências,fita', '__label__utensílios', '__label__farmácia', '__label__verduras,alface', '__label__jardinagem,vaso'), array([0.20842411, 0.06045767, 0.05981967, 0.0212371 , 0.01564563]))"
toalha social lisa,,"(('__label__conveniências,fita', '__label__farmácia', '__label__verduras,alface', '__label__utensílios', '__label__cozinha,forma'), array([0.18588123, 0.0858299 , 0.03713039, 0.01997102, 0.01929305]))"
corante liq brink bem laranja,,"(('__label__ingredientes', '__label__refrigerantes,refrigerante', '__label__corpo,sabonete', '__label__conveniências,cola', '__label__sucos,refresco'), array([0.27188405, 0.01379787, 0.00961258, 0.00927906, 0.00879666]))"
bola fisioterapica un,,"(('__label__verduras,alface', '__label__pet', '__label__cães,osso', '__label__conveniências,fita', '__label__queijos,queijo'), array([0.19504   , 0.05939987, 0.05726299, 0.04831384, 0.02847148]))"
lapis til.preto x-rac red,,"(('__label__cozinha,porta', '__label__cozinha,assadeira', '__label__cozinha,pote', '__label__cabelo,kit', '__label__cozinha,""pote'), array([0.02927781, 0.01937946, 0.01715403, 0.01659611, 0.01629574]))"
pa de lixo plastica em pe carla,,"(('__label__utensílios', '__label__casa', '__label__cozinha,tigela', '__label__papelaria,pasta', '__label__cozinha,garrafa'), array([0.64311546, 0.01504939, 0.00943822, 0.00846071, 0.00793471]))"
pao de queijo 390g pizza so de minas,,"(('__label__pães,pão', '__label__pães', '__label__cozinha,forma', '__label__biscoitos', '__label__molhos'), array([0.19726607, 0.14893951, 0.14653777, 0.13393368, 0.0571428 ]))"
corante liq brink bem verde,,"(('__label__ingredientes', '__label__corpo,sabonete', '__label__papelaria,tinta', '__label__conveniências,cola', '__label__conveniências,fita'), array([0.10194612, 0.06538779, 0.01870571, 0.01742958, 0.01157198]))"
bisnaga vermelha 200ml plasvale,,"(('__label__cozinha,garrafa', '__label__utensílios', '__label__cozinha,""pote', '__label__cozinha,caneca', '__label__cozinha,pote'), array([0.03847321, 0.03350528, 0.03259576, 0.02190547, 0.02151519]))"
mac ovos michele 500g rigatone,,"(('__label__massas', '__label__frutas,uva', '__label__pães,pão', '__label__cafés,cafe', '__label__cafés,café'), array([0.07804   , 0.02657275, 0.01503787, 0.00945749, 0.0088102 ]))"
mac ovos michele 500g talharim,,"(('__label__massas', '__label__frutas,uva', '__label__pães,pão', '__label__cafés,café', '__label__cafés,cafe'), array([0.20855944, 0.02923534, 0.01829435, 0.01075218, 0.01012184]))"
mac ovos michele 500g parafuso,,"(('__label__massas', '__label__frutas,uva', '__label__pães,pão', '__label__cafés,café', '__label__cafés,cafe'), array([0.46411723, 0.02500878, 0.01481819, 0.0090182 , 0.00792378]))"
mac ovos michele 500g ave maria,,"(('__label__massas', '__label__frutas,uva', '__label__pães,pão', '__label__cafés,café', '__label__doces'), array([0.14634393, 0.02736094, 0.0141341 , 0.01088839, 0.00973814]))"
mac ovos michele 500g argolinha,,"(('__label__massas', '__label__frutas,uva', '__label__pães,pão', '__label__cafés,cafe', '__label__cafés,café'), array([0.08154494, 0.02554005, 0.01678798, 0.00947079, 0.00869185]))"
cortador de unha blister 8cm afd25005,,"(('__label__corpo,cortador', '__label__corpo,lixa', '__label__rosto,paleta', '__label__rosto,pincel', '__label__mãos'), array([0.21734889, 0.11944798, 0.0386672 , 0.03483197, 0.02744537]))"
tinta guache 250ml tintex marron,,"(('__label__papelaria,tinta', '__label__cozinha,caneca', '__label__bebê,mamadeira', '__label__cozinha,copo', '__label__cozinha,taça'), array([0.22104993, 0.06471042, 0.02042187, 0.01719065, 0.01639088]))"
ralador star metal ref 487,,"(('__label__cozinha,caneca', '__label__cães,comedouro', '__label__cabelo,pente', '__label__cozinha,porta', '__label__papelaria,pincel'), array([0.03968322, 0.02931206, 0.02655884, 0.02238144, 0.01877028]))"
pano flaneberg multiuso 47x79cm,,"(('__label__cozinha,escorredor', '__label__papelaria,tesoura', '__label__utensílios', '__label__cozinha,porta', '__label__cozinha,colher'), array([0.06446585, 0.03365674, 0.03148151, 0.02924812, 0.02813821]))"
colher desc ref cropac branco c 50 un,,"(('__label__cozinha,prato', '__label__ovos,ovos', '__label__cozinha,pote', '__label__ovos,ovo', '__label__cozinha,kit'), array([0.08116966, 0.05110796, 0.03629373, 0.03403451, 0.02621131]))"
colher bambu ref sab1 saz,,"(('__label__cozinha,kit', '__label__cozinha,conjunto', '__label__cozinha,colher', '__label__cozinha,pote', '__label__cozinha,jogo'), array([0.10226902, 0.07729197, 0.04688415, 0.04005288, 0.03577607]))"
coleira de couro filos nº 3,,"(('__label__cães,coleira', '__label__cães,guia', '__label__pet', '__label__conveniências,vela', '__label__cães,comedouro'), array([0.4238337 , 0.03171231, 0.01772013, 0.01052773, 0.00823719]))"
salada agnus 4 cores higienizada 250gr,,"(('__label__papelaria,caneta', '__label__verduras,alface', '__label__papelaria,lapiseira', '__label__papelaria,borracha', '__label__conveniências,cola'), array([0.02215129, 0.01723544, 0.01307577, 0.01117092, 0.00886288]))"
flor chamiadora peq.,,"(('__label__verduras,couve', '__label__conveniências,fita', '__label__jardinagem,semente', '__label__papelaria,papel', '__label__destilados,cachaça'), array([0.04343973, 0.01657009, 0.01505854, 0.00948247, 0.00939381]))"
mel phitomel 300g,,"(('__label__conservas,palmito', '__label__corpo,cera', '__label__legumes,tomate', '__label__biscoitos', '__label__pães,pao'), array([0.20166889, 0.13298731, 0.10001628, 0.04639835, 0.02398748]))"
aloe aristata colours p11,,"(('__label__cabelo,condicionador', '__label__cabelo,shampoo', '__label__cabelo,kit', '__label__corpo,hidratante', '__label__outros'), array([0.00543774, 0.00515896, 0.00291402, 0.00281923, 0.00252361]))"
bife a role cozido (frios) kg,,"(('__label__queijos,queijo', '__label__peixes,peixe', '__label__arroz,arroz', '__label__aves,frango', '__label__frios,mortadela'), array([0.02699499, 0.01780753, 0.01246266, 0.00996834, 0.00939444]))"
bola brilhante 6 cm chibrali azul,,"(('__label__utensílios', '__label__cães,coleira', '__label__cães,comedouro', '__label__papelaria,marcador', '__label__jardinagem,vaso'), array([0.17515334, 0.0312727 , 0.02636024, 0.02623037, 0.02549811]))"
bolinha 4 cm natal ss09306,,"(('__label__cozinha,forma', '__label__cozinha,porta', '__label__cozinha,faca', '__label__cozinha,colher', '__label__cozinha,kit'), array([0.03963353, 0.02971841, 0.02838737, 0.02361191, 0.02313095]))"
mac tortiglioni ita la campofilone 500g,,"(('__label__cafés,café', '__label__massas', '__label__sal,sal', '__label__laticínios,manteiga', '__label__frutas,uva'), array([0.02920251, 0.02402636, 0.01774264, 0.0175833 , 0.01310195]))"
coentro amazon 40g,,"(('__label__chás,chá', '__label__temperos', '__label__conservas,pimenta', '__label__chás,cha', '__label__conveniências,cola'), array([0.2226903 , 0.06138793, 0.05567777, 0.04654256, 0.0436069 ]))"
amazon vinagrete 30g,,"(('__label__chás,chá', '__label__conservas,pimenta', '__label__chás,cha', '__label__conveniências,cola', '__label__sal,sal'), array([0.08458901, 0.01976246, 0.01643964, 0.01204244, 0.01121072]))"
amazon peixe gourmet 60g,,"(('__label__chás,erva', '__label__chás,chá', '__label__chás,cha', '__label__sal,sal', '__label__temperos'), array([0.12732849, 0.10541207, 0.05979097, 0.04185691, 0.02829611]))"
mix de pimenta do reino 60g,,"(('__label__temperos', '__label__chás,chá', '__label__chás,cha', '__label__conservas,pimenta', '__label__sal,sal'), array([0.36614025, 0.11557377, 0.08234686, 0.06572733, 0.05754967]))"
pimenta preta,,"(('__label__conservas,azeitona', '__label__conservas,pimenta', '__label__conveniências,cola', '__label__cozinha,moedor', '__label__cozinha,faca'), array([0.40916589, 0.04338516, 0.02335155, 0.02320751, 0.02223787]))"
amazon chimichurri 45g,,"(('__label__sal,sal', '__label__chás,chá', '__label__chás,cha', '__label__conservas,pimenta', '__label__temperos'), array([0.3764469 , 0.14785083, 0.02999989, 0.02492592, 0.01696824]))"
pimenta preta em graos,,"(('__label__conservas,azeitona', '__label__conservas,pimenta', '__label__conveniências,cola', '__label__papelaria,pasta', '__label__frutas'), array([0.21399425, 0.16581124, 0.03361818, 0.01938298, 0.01881683]))"
amazon gengibre em po 30g,,"(('__label__casa', '__label__sucos,refresco', '__label__leites', '__label__chás,chá', '__label__conservas,pimenta'), array([0.20255497, 0.13084848, 0.06466828, 0.06382858, 0.04655397]))"
amazon gengibre em po 30g,,"(('__label__casa', '__label__sucos,refresco', '__label__leites', '__label__chás,chá', '__label__conservas,pimenta'), array([0.20255497, 0.13084848, 0.06466828, 0.06382858, 0.04655397]))"
amazon louro moido 55g,,"(('__label__cafés,café', '__label__cabelo,coloração', '__label__cabelo,tintura', '__label__temperos', '__label__cabelo,pomada'), array([0.3061333 , 0.07489936, 0.0716558 , 0.05813665, 0.05381678]))"
amazo tem frango 76,,"(('__label__cães,bifinho', '__label__cães,osso', '__label__cães,""premier', '__label__cães,special', '__label__cães,""royal'), array([0.03622339, 0.02501289, 0.02188902, 0.01896318, 0.0166425 ]))"
amazon toque de alecrim 58g,,"(('__label__corpo,sabonete', '__label__destilados,licor', '__label__chás,chá', '__label__higiene', '__label__jardinagem,semente'), array([0.07309973, 0.01585288, 0.01549709, 0.0111708 , 0.0083929 ]))"
amazon gengibre em po 30g,,"(('__label__casa', '__label__sucos,refresco', '__label__leites', '__label__chás,chá', '__label__conservas,pimenta'), array([0.20255497, 0.13084848, 0.06466828, 0.06382858, 0.04655397]))"
amazon temp camarao 64g,,"(('__label__sal,sal', '__label__cabelo,pente', '__label__produtos', '__label__churrasco,carvão', '__label__jardinagem,semente'), array([0.0070755 , 0.00365077, 0.0035607 , 0.00307824, 0.0030072 ]))"
tempero para salma?o 115g,,"(('__label__outros', '__label__conveniências,cola', '__label__ingredientes', '__label__corpo,creme', '__label__produtos'), array([0.05573738, 0.05392586, 0.04329957, 0.04151907, 0.0363402 ]))"
temp. tila�pia amazon 100g,,"(('__label__grãos,pipoca', '__label__frutas,damasco', '__label__conveniências,cola', '__label__rosto,argila', '__label__grãos,linhaça'), array([0.04936655, 0.04308821, 0.04262476, 0.03194077, 0.03144927]))"
especiarias para peixe amazon 110g,,"(('__label__gatos,ração', '__label__cães,ração', '__label__alimento', '__label__corpo,creme', '__label__cabelo,creme'), array([0.09653505, 0.04319294, 0.0380873 , 0.03045694, 0.0246521 ]))"
temp. p/ tainha amazon 130g,,"(('__label__cabelo,pomada', '__label__corpo,gel', '__label__produtos', '__label__cães,ração', '__label__corpo,creme'), array([0.02308439, 0.02167533, 0.02167016, 0.02047623, 0.0186477 ]))"
caldo de camara?o amazon 80g,,"(('__label__chás,chá', '__label__conservas,pimenta', '__label__jardinagem,semente', '__label__temperos', '__label__corpo,sabonete'), array([0.07943798, 0.04083301, 0.03149301, 0.0294694 , 0.02347268]))"
peixe gourmet 80g,,"(('__label__chás,erva', '__label__jardinagem,semente', '__label__temperos', '__label__chás,chá', '__label__chás,cha'), array([0.04838083, 0.04440642, 0.04274927, 0.04056799, 0.03387832]))"
temp zattar amazon especiarias 36g,,"(('__label__chás,chá', '__label__temperos', '__label__chás,cha', '__label__conservas,pimenta', '__label__sal,sal'), array([0.07108293, 0.05798687, 0.02657156, 0.01336179, 0.01263028]))"
carne de panela,,"(('__label__aves,peito', '__label__cozinha,tábua', '__label__cozinha,faca', '__label__cozinha,espremedor', '__label__aves,filé'), array([0.04033942, 0.03847672, 0.0384218 , 0.03254266, 0.03157268]))"
gourmet sal himalaia grosso,,"(('__label__sal,sal', '__label__cafés,café', '__label__laticínios,manteiga', '__label__cozinha,moedor', '__label__temperos'), array([9.99127448e-01, 2.01583680e-04, 1.73819761e-04, 5.50628938e-05,
       4.27541927e-05]))"
sal parrilla lemon pepper,,"(('__label__sal,sal', '__label__laticínios,manteiga', '__label__conservas,pimenta', '__label__temperos', '__label__cabelo,shampoo'), array([0.96608335, 0.00632401, 0.00354996, 0.0033875 , 0.00127043]))"
sal parrilla paprica defumada,,"(('__label__sal,sal', '__label__laticínios,manteiga', '__label__temperos', '__label__cabelo,shampoo', '__label__conservas,pimenta'), array([0.95791054, 0.00831862, 0.00327431, 0.00182998, 0.00131428]))"
sal parrilla churrasco,,"(('__label__sal,sal', '__label__laticínios,manteiga', '__label__cozinha,moedor', '__label__cozinha,faca', '__label__cabelo,pente'), array([9.99731839e-01, 9.16459394e-05, 4.61885538e-05, 3.10318355e-05,
       2.94362453e-05]))"
sal parrilla p/hamburguer,,"(('__label__sal,sal', '__label__laticínios,manteiga', '__label__cabelo,shampoo', '__label__cabelo,condicionador', '__label__cozinha,moedor'), array([9.88958478e-01, 7.53630046e-03, 1.05899258e-03, 2.80202657e-04,
       2.66079296e-04]))"
gourmet sal parrilla pimenta do reino,,"(('__label__sal,sal', '__label__frutos', '__label__temperos', '__label__cafés,café', '__label__conservas,pimenta'), array([0.93261391, 0.04154582, 0.01115431, 0.00287361, 0.00262533]))"
sal parrilla tradicional,,"(('__label__sal,sal', '__label__laticínios,manteiga', '__label__cafés,café', '__label__cabelo,shampoo', '__label__cozinha,moedor'), array([9.91954863e-01, 4.16195439e-03, 9.39389691e-04, 2.66401505e-04,
       2.34115403e-04]))"
tempero de paella 100g,,"(('__label__chás,chá', '__label__grãos,semente', '__label__sal,sal', '__label__conservas,pimenta', '__label__sucos,polpa'), array([0.26833737, 0.10006103, 0.07705463, 0.05660211, 0.05628973]))"
dry rub,,"(('__label__conservas,pimenta', '__label__chás,chá', '__label__temperos', '__label__vinhos,vinho', '__label__chás,cha'), array([0.05155743, 0.03176088, 0.02142596, 0.01969779, 0.01624005]))"
farinha int fina 10kg allbread,,"(('__label__arroz,arroz', '__label__churrasco,carvão', '__label__cães,osso', '__label__pães,pão', '__label__queijos,queijo'), array([0.01992703, 0.01775207, 0.01172338, 0.01130045, 0.01027694]))"
cadeado gold 30mm c/1 utilidade,,"(('__label__utensílios', '__label__cabelo,kit', '__label__conveniências,fita', '__label__cozinha,caneca', '__label__cozinha,taça'), array([0.01281175, 0.00510363, 0.00468445, 0.00423883, 0.00336043]))"
bola macica col. 45mm 241 com 01 p/cachorro,,"(('__label__pet', '__label__cães,guia', '__label__papelaria,apontador', '__label__papelaria,mochila', '__label__cães,peitoral'), array([0.04041826, 0.00672467, 0.0063108 , 0.0058014 , 0.00568658]))"
deposito p/oleo c/filtro er n2 carola,,"(('__label__cozinha,caçarola', '__label__cozinha,assadeira', '__label__cozinha,frigideira', '__label__cozinha,cacarola', '__label__bebê,chupeta'), array([0.0080278 , 0.00799302, 0.00775975, 0.00715474, 0.00695438]))"
toalha magica 63 x 41 cm flash limp,,"(('__label__utensílios', '__label__conveniências,fita', '__label__farmácia', '__label__jardinagem,vaso', '__label__papelaria,pasta'), array([0.79855013, 0.0045893 , 0.0034785 , 0.00182709, 0.00182339]))"
oregano 500gs,,"(('__label__jardinagem,semente', '__label__conveniências,cola', '__label__churrasco,carvão', '__label__produtos', '__label__vinhos,vinho'), array([0.02626992, 0.0222405 , 0.01892515, 0.01614575, 0.01597146]))"
azeitona donana verde fatiada 2kg,,"(('__label__conservas,azeitona', '__label__legumes,milho', '__label__legumes,pimentão', '__label__verduras,repolho', '__label__frutas,ameixa'), array([0.92839891, 0.01024226, 0.00440423, 0.00376237, 0.00329932]))"
carvao 10kg assis,,"(('__label__churrasco,carvão', '__label__cães,osso', '__label__outros', '__label__conveniências,cola', '__label__produtos'), array([0.00880918, 0.00439584, 0.00360121, 0.00337821, 0.00294418]))"
mist pao batata donana 10kg,,"(('__label__confeitaria,mistura', '__label__pães,pão', '__label__pães,pao', '__label__cozinha,forma', '__label__churrasco,carvão'), array([0.02694618, 0.0197555 , 0.01313383, 0.0110948 , 0.00616245]))"
corante amarelo po fix kg,,"(('__label__ingredientes', '__label__cabelo,gel', '__label__cães,ração', '__label__arroz,arroz', '__label__churrasco,carvão'), array([0.72930956, 0.04287764, 0.01647484, 0.00525852, 0.00469012]))"
conj.organiz.transp.red.pmg(350/750/1500)1448,,"(('__label__conveniências,fita', '__label__conveniências,cola', '__label__churrasco,carvão', '__label__cozinha,porta', '__label__jardinagem,flor'), array([0.12748407, 0.05495813, 0.05044771, 0.04128763, 0.03260835]))"
colher de silicone 96916,,"(('__label__cozinha,colher', '__label__cozinha,pegador', '__label__cozinha,espatula', '__label__cozinha,forma', '__label__bebê,bico'), array([0.24121521, 0.08719753, 0.08059792, 0.07178743, 0.04051211]))"
espatula de silicone 96918,,"(('__label__cozinha,colher', '__label__cozinha,pegador', '__label__cozinha,espatula', '__label__bebê,bico', '__label__cozinha,forma'), array([0.20109631, 0.08359154, 0.08291532, 0.0661512 , 0.05292482]))"
forma de gelo hu75579,,"(('__label__cozinha,forma', '__label__pães,pão', '__label__utensílios', '__label__pães,pao', '__label__confeitaria,mistura'), array([0.69162989, 0.24844287, 0.01281476, 0.01045442, 0.00667829]))"
churrasqueira redonda craqueada 01 carola,,"(('__label__cozinha,assadeira', '__label__cozinha,frigideira', '__label__cozinha,caçarola', '__label__cozinha,cacarola', '__label__cozinha,forma'), array([0.1206727 , 0.02459867, 0.02428237, 0.0204381 , 0.02004674]))"
copo 600ml mega drink c/tam/canu labrador ecoplass,,"(('__label__cozinha,copo', '__label__cozinha,taça', '__label__cozinha,pote', '__label__cozinha,porta', '__label__cozinha,conjunto'), array([0.22956014, 0.07311082, 0.03710397, 0.03097547, 0.02154984]))"
refr em po 240g santa amalia abacaxi c/hortela,,"(('__label__sucos,refresco', '__label__ingredientes', '__label__leites', '__label__sucos,suco', '__label__suplementos'), array([0.07809226, 0.07785403, 0.0604713 , 0.04752334, 0.01803659]))"
ovo vm gd c20 conf 2,,"(('__label__cozinha,forma', '__label__cozinha,porta', '__label__cozinha,pote', '__label__cozinha,assadeira', '__label__cozinha,kit'), array([0.02607403, 0.01700048, 0.01570671, 0.01513777, 0.01243135]))"
camisola 523w i21 re,,"(('__label__churrasco,carvão', '__label__cozinha,porta', '__label__jardinagem,semente', '__label__conveniências,fita', '__label__cabelo,pente'), array([0.01478398, 0.01464232, 0.01361158, 0.01125521, 0.01123865]))"
curat marrom 40 alev,,"(('__label__conveniências,cola', '__label__farmácia', '__label__conveniências,fita', '__label__verduras,alface', '__label__cozinha,colher'), array([0.02740092, 0.02560714, 0.02510841, 0.01336574, 0.00764736]))"
keflex 1g 8s bago,,"(('__label__suplementos', '__label__farmácia', '__label__jardinagem,semente', '__label__produtos', '__label__churrasco,carvão'), array([0.10524173, 0.08901531, 0.04447233, 0.02316277, 0.01643777]))"
refrat prat csa vd c/tp 640ml 1un,,"(('__label__cozinha,pote', '__label__cozinha,porta', '__label__cozinha,assadeira', '__label__cozinha,prato', '__label__cozinha,caneca'), array([0.01704719, 0.01634791, 0.01193671, 0.01040947, 0.00897731]))"
cesto prat csa roupa tranca c/tp un,,"(('__label__utensílios', '__label__cozinha,porta', '__label__cozinha,pote', '__label__cozinha,tigela', '__label__conveniências,fita'), array([0.59114456, 0.00776801, 0.00740489, 0.00431082, 0.00387055]))"
fruteira prat csa redonda verde 22cm un,,"(('__label__cozinha,prato', '__label__cozinha,forma', '__label__jardinagem,vaso', '__label__cozinha,frigideira', '__label__cozinha,assadeira'), array([0.06983219, 0.0466066 , 0.03697486, 0.03173722, 0.03084643]))"
copo americano nadir figueiredo,,"(('__label__cozinha,conjunto', '__label__cozinha,jogo', '__label__cozinha,kit', '__label__cozinha,copo', '__label__cozinha,taça'), array([0.3044053 , 0.20988928, 0.12092888, 0.11564332, 0.0550449 ]))"
pano de chao alvejado esp. a 42x60cm estopas americana,,"(('__label__papelaria,pasta', '__label__papelaria,mochila', '__label__farmácia', '__label__papelaria,bloco', '__label__cães,coleira'), array([0.00786792, 0.00755923, 0.0062932 , 0.0062285 , 0.00585864]))"
pano de chao esponja 65x98cm estopas americana,,"(('__label__papelaria,mochila', '__label__papelaria,estojo', '__label__rosto,paleta', '__label__conveniências,fita', '__label__jardinagem,semente'), array([0.01000493, 0.00873641, 0.00823902, 0.00798339, 0.00646792]))"
saco lixo pratic lixo 100lt c/05 unid.,,"(('__label__utensílios', '__label__conveniências,fita', '__label__cozinha,""pote', '__label__cozinha,forma', '__label__cozinha,assadeira'), array([9.99005616e-01, 6.52493909e-05, 4.84288757e-05, 4.54539950e-05,
       4.11529836e-05]))"
saco lixo pratic lixo 30lt c/10 unid.,,"(('__label__utensílios', '__label__embalagens', '__label__cozinha,forma', '__label__conveniências,fita', '__label__cozinha,assadeira'), array([9.99735534e-01, 4.82755058e-05, 3.57104727e-05, 2.58061791e-05,
       2.26041248e-05]))"
chapeu videira 93,,"(('__label__farmácia', '__label__conveniências,cola', '__label__jardinagem,semente', '__label__conveniências,fita', '__label__churrasco,carvão'), array([0.00334428, 0.00318143, 0.00316413, 0.00292754, 0.00286745]))"
suco fruits 2l acerola,,"(('__label__sucos,suco', '__label__refrigerantes,refrigerante', '__label__sucos,polpa', '__label__sucos,xarope', '__label__sucos,refresco'), array([0.44142547, 0.11645713, 0.03290884, 0.03096944, 0.03090937]))"
suco fruits 2l abacaxi c/horte,,"(('__label__sucos,suco', '__label__refrigerantes,refrigerante', '__label__sucos,refresco', '__label__sucos,polpa', '__label__sucos,xarope'), array([0.52254134, 0.25649628, 0.02945995, 0.02792445, 0.01951483]))"
suco fruits 2l uva,,"(('__label__sucos,suco', '__label__refrigerantes,refrigerante', '__label__sucos,refresco', '__label__sucos,xarope', '__label__roupas,amaciante'), array([0.46928215, 0.32326001, 0.03171859, 0.01959551, 0.01421063]))"
suco fruits 2l goiaba,,"(('__label__sucos,suco', '__label__refrigerantes,refrigerante', '__label__sucos,xarope', '__label__sucos,polpa', '__label__sucos,refresco'), array([0.64039195, 0.11023884, 0.02380634, 0.02165497, 0.02035831]))"
suco fruits 2l caju,,"(('__label__sucos,suco', '__label__refrigerantes,refrigerante', '__label__chocolates,chocolate', '__label__sucos,polpa', '__label__sucos,xarope'), array([0.49456149, 0.10349523, 0.05331678, 0.04875489, 0.02623097]))"
suco fruits 2l manga,,"(('__label__sucos,suco', '__label__refrigerantes,refrigerante', '__label__roupas,amaciante', '__label__sucos,refresco', '__label__sucos,xarope'), array([0.6896196 , 0.1143178 , 0.02319825, 0.01986188, 0.01868525]))"
suco fruits 2l laranja,,"(('__label__refrigerantes,refrigerante', '__label__sucos,suco', '__label__roupas,amaciante', '__label__sucos,refresco', '__label__sucos,xarope'), array([0.42583898, 0.34724942, 0.03230057, 0.02656807, 0.01804692]))"
suco fruits 2l tamarindo,,"(('__label__sucos,suco', '__label__refrigerantes,refrigerante', '__label__roupas,amaciante', '__label__sucos,polpa', '__label__sucos,xarope'), array([0.24920991, 0.1182055 , 0.04368382, 0.04101403, 0.03218934]))"
suco fruits 2l maracuja,,"(('__label__sucos,suco', '__label__refrigerantes,refrigerante', '__label__sucos,refresco', '__label__roupas,amaciante', '__label__sucos,xarope'), array([0.55077487, 0.10453901, 0.0322718 , 0.02898895, 0.02599172]))"
broca chata makita,,"(('__label__conveniências,fita', '__label__conveniências,cola', '__label__cozinha,porta', '__label__churrasco,carvão', '__label__jardinagem,semente'), array([0.01027488, 0.00638692, 0.00600874, 0.00544109, 0.00523669]))"
amaryl 6mg com 30 comprimidos,,"(('__label__farmácia', '__label__vitaminas,vitamina', '__label__medicamento', '__label__suplementos', '__label__cozinha,caçarola'), array([0.2836265 , 0.22695276, 0.04473294, 0.03477743, 0.00791309]))"
curat adul 35 alev 3,,"(('__label__cabelo,pente', '__label__cozinha,kit', '__label__farmácia', '__label__higiene', '__label__cozinha,faca'), array([0.01840263, 0.01536222, 0.01385511, 0.00949527, 0.00841275]))"
d leite confei confi,,"(('__label__biscoitos', '__label__chocolates,bombom', '__label__suplementos', '__label__chocolates,chocolate', '__label__pães,pão'), array([0.27028126, 0.2696104 , 0.0442848 , 0.03526266, 0.02010174]))"
d leite confiare 400,,"(('__label__pães,pão', '__label__biscoitos', '__label__chocolates,bombom', '__label__suplementos', '__label__pães,pao'), array([0.20671037, 0.14658391, 0.03744217, 0.03236872, 0.03058618]))"
d leite top chef 450,,"(('__label__pães,pão', '__label__biscoitos', '__label__chocolates,bombom', '__label__suplementos', '__label__chocolates,ovo'), array([0.08066036, 0.06490864, 0.06346194, 0.04017655, 0.03285161]))"
d leite zr sentir be,,"(('__label__chocolates,bombom', '__label__biscoitos', '__label__chocolates,chocolate', '__label__suplementos', '__label__doces'), array([0.03277847, 0.02146106, 0.01821799, 0.01430786, 0.00845808]))"
